matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
28108,smbsrryf,"NA1_4224864293",14,10,8980,1,13279,1,1998,10,1
28109,smbsrryf,"NA1_4224757305",-8,-25,-5695,-0.8,-6704,-1,2218,10,0
28110,smbsrryf,"NA1_4224598235",8,-8,12243,1.4,15081,4,2042,10,1
28111,smbsrryf,"NA1_4224519470",-9,-8,-13453,-1.6,-17823,-4,1781,10,0
28112,smbsrryf,"NA1_4224461805",14,33,7244,0.6,-134,5,2032,10,1
28113,smbsrryf,"NA1_4224266892",13,24,3264,0.2,4722,2,2294,10,1
28114,smbsrryf,"NA1_4223562768",14,23,11826,1.6,18029,4,1863,10,1
28115,smbsrryf,"NA1_4223471400",-13,-20,-7482,-1.2,-5068,-2,1950,10,0
28116,smbsrryf,"NA1_4223276640",-8,-21,-2651,-1.2,548,0,2105,10,0
28117,smbsrryf,"NA1_4223001021",-10,-8,-9199,-1,-21856,-1,1992,10,0
28118,Fujii,"NA1_4263044261",-4,7,-9864,-0.6,-5873,-1,2287,10,0
28119,Fujii,"NA1_4263040573",-17,-18,-13228,-2,-8705,1,912,10,0
28120,Fujii,"NA1_4262965727",27,45,15559,1.8,10484,-2,1617,10,1
28121,Fujii,"NA1_4263000540",-22,-26,-15839,-2,-15983,1,1409,10,0
28122,Fujii,"NA1_4262251052",-13,-1,-9886,-0.8,-19187,0,1740,10,0
28123,Fujii,"NA1_4262222706",-4,-22,-6213,-0.8,-17496,-4,2015,10,0
28124,Fujii,"NA1_4261938816",0,0,-7548,-0.2,-3113,2,2437,10,0
28125,Fujii,"NA1_4258203913",-1,-12,-8694,-0.8,-18691,-1,2005,10,0
28126,Fujii,"NA1_4258182060",21,21,15487,1.8,23961,0,1109,10,1
28127,Fujii,"NA1_4257119805",-27,-32,-21141,-1.8,-26927,-1,1471,10,0
28128,Fujii,"NA1_4256311055",11,15,7145,1.2,10345,2,1491,10,1
28129,Fujii,"NA1_4256267129",23,32,15412,2,22934,2,1179,10,1
28130,Fujii,"NA1_4256243218",21,16,17004,2.4,14633,2,1143,10,1
28131,Fujii,"NA1_4256199005",-10,-10,-8558,-1,-16049,-3,1487,10,0
28132,Fujii,"NA1_4247230522",23,25,13653,1.6,9855,-2,1129,10,1
28133,Fujii,"NA1_4246005787",-11,-17,-10920,-1.8,-11115,-3,1582,10,0
28134,Fujii,"NA1_4232506750",-10,-7,-6862,-1.6,-8351,-1,1840,10,0
28135,Fujii,"NA1_4232393244",-13,-22,-2895,-0.6,2495,-5,1942,10,1
28136,Fujii,"NA1_4232226933",-21,-48,-14341,-1.6,-17728,-1,1404,10,0
28137,Fujii,"NA1_4230850627",20,38,12089,2.4,13168,1,1590,10,1
28138,Fujii,"NA1_4230472210",27,34,11689,2.4,13423,4,1784,10,1
28139,Fujii,"NA1_4230369758",-6,0,-4711,-1.4,-5901,-1,1823,10,0
28140,Fujii,"NA1_4229225316",-13,-17,-6793,-0.2,-22396,-1,1905,10,0
28141,Fujii,"NA1_4213368193",4,12,1193,1,7784,1,1899,10,1
28142,Fujii,"NA1_4212396353",0,10,-866,-0.2,11317,2,2097,10,1
28143,Fujii,"NA1_4212409909",-7,-10,-9774,-1.6,-15047,-1,1546,10,0
28144,Fujii,"NA1_4212365230",-6,-21,-4087,-0.6,-13318,0,1682,10,0
28145,Fujii,"NA1_4212341531",24,20,20154,2.8,14872,2,1104,10,1
28146,Fujii,"NA1_4212277031",-10,-27,-11128,-1.6,-13810,-2,1893,10,0
28147,Fujii,"NA1_4208715023",-5,-11,-9560,-1.2,-16018,-3,1423,10,0
28148,Fujii,"NA1_4207440084",17,8,10741,1.2,18924,-1,1376,10,1
28149,Fujii,"NA1_4207335540",22,28,11432,2.2,16825,2,1526,10,1
28150,Fujii,"NA1_4206020486",6,13,4198,1.2,11952,1,1763,10,1
28151,Fujii,"NA1_4204680213",19,22,15035,2,15265,5,1737,10,1
28152,Fujii,"NA1_4204626291",-7,-15,-5003,0,5866,2,1957,10,1
28153,Fujii,"NA1_4204613170",-2,2,5629,0.8,5186,4,1714,10,1
28154,Fujii,"NA1_4203825428",24,27,14187,2.4,14094,4,1471,10,1
28155,Fujii,"NA1_4203748048",-6,-25,-7050,-0.6,-3833,-1,1984,10,0
28156,Fujii,"NA1_4203738944",-6,-24,-4514,-0.8,-7937,-1,1875,10,0
28157,Fujii,"NA1_4203692052",-26,-28,-16509,-2.2,-8897,-5,1843,10,0
28158,Fujii,"NA1_4203571085",-3,-15,-5711,-1.4,-10421,-4,1489,10,0
28159,Fujii,"NA1_4203526331",2,-1,1929,0,3311,4,2263,10,1
28160,Fujii,"NA1_4203552512",-7,-35,-8207,-1.4,-15836,2,1589,10,0
28161,Fujii,"NA1_4203445988",-5,-8,-11309,0,19014,5,3054,10,1
28162,Fujii,"NA1_4203492864",6,13,10568,1.6,-70,0,1859,10,1
28163,Fujii,"NA1_4202390926",8,9,8906,1,12730,2,1170,10,1
28164,Fujii,"NA1_4202221607",22,45,7658,0,447,1,3135,10,1
28165,Fujii,"NA1_4202115402",-35,-54,-16192,-2.6,-8246,-4,1678,10,0
28166,Fujii,"NA1_4202067181",-9,-10,9445,1.4,18766,3,1778,10,1
28167,Fujii,"NA1_4202081183",13,25,11575,2.2,8696,2,1617,10,1
28168,Mad Dog Gank Top,"NA1_4265439749",-3,-1,-3647,-0.2,-6534,-3,1759,10,0
28169,Mad Dog Gank Top,"NA1_4253032711",-10,-4,-9446,-1.2,-11555,-2,1712,10,0
28170,Mad Dog Gank Top,"NA1_4252977068",-17,-23,-6338,-0.8,-6774,-2,1715,10,0
28171,Mad Dog Gank Top,"NA1_4250626379",-18,-22,-15938,-1.8,-19489,-2,1439,10,0
28172,Mad Dog Gank Top,"NA1_4250620848",9,18,7624,0.6,14830,5,1924,10,1
28173,Mad Dog Gank Top,"NA1_4250576268",-16,-31,-6024,-1.6,-3514,0,1530,10,0
28174,Mad Dog Gank Top,"NA1_4249246319",20,30,15255,1.8,18497,3,1620,10,1
28175,Mad Dog Gank Top,"NA1_4248782456",16,19,13730,1.4,15372,2,1420,10,1
28176,Mad Dog Gank Top,"NA1_4248759936",16,24,12938,1.4,9587,1,1305,10,1
28177,Mad Dog Gank Top,"NA1_4248685620",-17,-30,-10354,-1.6,-12874,0,1597,10,0
28178,Mad Dog Gank Top,"NA1_4248245045",-4,-17,-5360,0,-16757,0,1831,10,0
28179,Mad Dog Gank Top,"NA1_4248262001",28,51,10983,1.6,17616,-1,1592,10,1
28180,Mad Dog Gank Top,"NA1_4246561073",13,25,15954,1.2,27245,2,1241,10,1
28181,Mad Dog Gank Top,"NA1_4246524879",16,31,9249,1.2,12430,0,1432,10,1
28182,Mad Dog Gank Top,"NA1_4246307481",10,26,8477,1.2,22371,0,1692,10,1
28183,Mad Dog Gank Top,"NA1_4245599135",16,8,9582,0.6,18029,2,1910,10,1
28184,Mad Dog Gank Top,"NA1_4245607812",13,31,8834,1.4,15030,1,1312,10,1
28185,Mad Dog Gank Top,"NA1_4245430398",-9,-11,-8347,-1.2,-8749,-1,759,10,0
28186,Mad Dog Gank Top,"NA1_4245355923",-15,-25,-14652,-2.2,-27921,-1,1479,10,0
28187,Mad Dog Gank Top,"NA1_4245163785",1,14,648,0.6,4289,-1,1749,10,1
28188,Mad Dog Gank Top,"NA1_4244600908",-18,-10,-12981,-1.6,-18427,-3,1481,10,0
28189,Mad Dog Gank Top,"NA1_4244595277",14,48,11300,1.4,5970,1,2120,10,1
28190,Mad Dog Gank Top,"NA1_4244541716",14,22,6369,1,8689,2,2162,10,1
28191,Mad Dog Gank Top,"NA1_4244525752",-11,-13,-5938,-1.2,-4636,-1,936,10,0
28192,Mad Dog Gank Top,"NA1_4244522070",8,18,10018,1,11243,3,1183,10,1
28193,Mad Dog Gank Top,"NA1_4244446217",17,16,4349,0.8,16221,2,2107,10,1
28194,Mad Dog Gank Top,"NA1_4244408334",-12,-21,-11088,-1.4,-11278,-1,1925,10,0
28195,Mad Dog Gank Top,"NA1_4244309551",14,34,2085,0,1102,1,2618,10,1
28196,Mad Dog Gank Top,"NA1_4244303331",-12,-10,-12450,-1.4,-18626,0,1749,10,0
28197,Mad Dog Gank Top,"NA1_4244214426",8,11,8971,1.4,12657,2,1959,10,1
28198,Mad Dog Gank Top,"NA1_4244148220",-17,-16,-6283,-1.6,-6637,-4,1526,10,0
28199,Mad Dog Gank Top,"NA1_4244123949",-21,-49,-12164,-2.2,-18669,-1,1533,10,0
28200,Mad Dog Gank Top,"NA1_4244118662",8,23,4593,0.6,14078,-2,1595,10,1
28201,Mad Dog Gank Top,"NA1_4244094721",-3,9,8672,1.2,928,0,2246,10,1
28202,Mad Dog Gank Top,"NA1_4243781270",-16,-35,-15052,-1.6,-25206,-3,1297,10,0
28203,Mad Dog Gank Top,"NA1_4243698585",13,18,1133,0.2,3598,-2,2416,10,1
28204,Mad Dog Gank Top,"NA1_4243700848",-13,-6,-2622,0,4279,-2,1849,10,1
28205,Mad Dog Gank Top,"NA1_4243637074",19,30,11764,1.2,8774,3,1395,10,1
28206,Mad Dog Gank Top,"NA1_4243592694",-9,-34,-5947,-1,-9063,-3,1930,10,0
28207,Mad Dog Gank Top,"NA1_4243475719",11,14,5075,0.4,8617,2,2371,10,1
28208,Mad Dog Gank Top,"NA1_4243471251",-19,-17,-13139,-1.2,-24348,-3,1216,10,0
28209,Mad Dog Gank Top,"NA1_4243284016",7,20,8370,1.4,4335,3,2035,10,1
28210,Mad Dog Gank Top,"NA1_4243175414",-15,-35,-13160,-1.8,-21032,-2,1623,10,0
28211,Mad Dog Gank Top,"NA1_4243118024",-11,-7,2231,0.6,1024,-2,2181,10,1
28212,Mad Dog Gank Top,"NA1_4243104009",-16,-16,-9230,-1.6,-7466,-3,1394,10,0
28213,Mad Dog Gank Top,"NA1_4243120550",-9,-16,-13046,-0.8,-19822,-2,996,10,0
28214,Mad Dog Gank Top,"NA1_4242558320",-18,-36,-8959,-1.6,-5619,-3,1868,10,0
28215,Mad Dog Gank Top,"NA1_4242553768",6,17,2167,0.2,1064,0,1641,10,1
28216,Mad Dog Gank Top,"NA1_4242479033",-6,-25,-12743,-2,-13751,1,1701,10,0
28217,Mad Dog Gank Top,"NA1_4242460887",-5,-32,-5072,-0.2,-4768,0,2560,10,0
28218,Lol Toku,"NA1_4266848844",-3,-16,1442,-0.2,3541,0,2291,10,0
28219,Lol Toku,"NA1_4266876257",15,23,10619,1.4,3421,2,925,10,1
28220,Lol Toku,"NA1_4266834642",-17,-28,-10917,-0.8,-13600,-3,1542,10,0
28221,Lol Toku,"NA1_4263681914",7,15,8679,0.6,13621,-1,1671,10,1
28222,Lol Toku,"NA1_4263638535",-11,-32,-7203,-1,-14859,-3,2004,10,0
28223,Lol Toku,"NA1_4263655753",9,10,5095,0.4,10839,3,1236,10,1
28224,Lol Toku,"NA1_4262879797",-16,-20,-11618,-1.4,-4838,-3,1286,10,0
28225,Lol Toku,"NA1_4262836558",-19,-15,-14095,-2.2,-7301,-3,1469,10,0
28226,Lol Toku,"NA1_4262802926",-12,-21,-8775,-0.6,-13757,-2,2225,10,0
28227,Lol Toku,"NA1_4262046266",17,21,12118,1.2,5544,2,2194,10,1
28228,Lol Toku,"NA1_4261927976",-17,-21,-4738,-1,-16632,-3,1810,10,0
28229,Lol Toku,"NA1_4261914294",2,12,7654,0.4,31830,-1,1981,10,1
28230,Lol Toku,"NA1_4261891748",-25,-29,-14075,-1.8,-14715,-4,1523,10,0
28231,Lol Toku,"NA1_4260978475",14,18,10634,1,10038,2,1015,10,1
28232,Lol Toku,"NA1_4260974637",-6,-22,-11448,-1.4,-12225,0,1804,10,0
28233,Lol Toku,"NA1_4260933960",-17,-28,-13608,-2.6,-9754,-3,1291,10,0
28234,Lol Toku,"NA1_4260898521",14,20,1417,0.8,8374,0,1853,10,1
28235,Lol Toku,"NA1_4259863169",11,12,2298,1.2,10224,3,2188,10,1
28236,Lol Toku,"NA1_4259841864",-19,-21,-5252,-1.6,-15125,-2,1620,10,0
28237,Lol Toku,"NA1_4259778019",-1,13,-6681,-0.6,-8604,1,1634,10,0
28238,Lol Toku,"NA1_4256920629",-15,-7,-13830,-1.6,-19526,-1,1363,10,0
28239,Lol Toku,"NA1_4256877231",2,26,8402,1.2,12828,-3,1785,10,1
28240,Lol Toku,"NA1_4256903221",12,7,10790,1.4,12634,0,1481,10,1
28241,Lol Toku,"NA1_4256135482",16,26,10236,1.8,1831,4,1409,10,1
28242,Lol Toku,"NA1_4256111816",15,39,10067,1,15202,2,1752,10,1
28243,Lol Toku,"NA1_4256096939",21,16,18466,2,20059,3,1294,10,1
28244,Lol Toku,"NA1_4256056717",-20,-29,-16645,-1.8,-16441,-3,1436,10,0
28245,Lol Toku,"NA1_4256074168",5,2,9303,0.6,19354,1,942,10,1
28246,Lol Toku,"NA1_4256060930",17,32,4652,1.4,1210,3,2138,10,1
28247,Lol Toku,"NA1_4255217013",-8,4,-8910,-1,-9077,-3,1450,10,0
28248,Lol Toku,"NA1_4255204910",15,26,6820,0.8,-38,2,1016,10,1
28249,Lol Toku,"NA1_4255241586",26,65,16436,1.2,17600,1,1342,10,1
28250,Lol Toku,"NA1_4254254441",19,21,15321,1.8,14603,1,1601,10,1
28251,Lol Toku,"NA1_4254126945",7,20,10121,1.2,3041,-1,1357,10,1
28252,Lol Toku,"NA1_4254134069",18,22,12903,1.8,14890,4,1824,10,1
28253,Lol Toku,"NA1_4253344145",-13,-27,-7320,-1.8,-2501,-2,1560,10,0
28254,Lol Toku,"NA1_4253302688",-2,-3,-4253,-0.4,-12354,-1,1978,10,0
28255,Lol Toku,"NA1_4253320084",-19,-10,-14699,-2,-20433,-2,1440,10,0
28256,Lol Toku,"NA1_4250380948",9,42,83,0.6,-22339,-3,2055,10,0
28257,Lol Toku,"NA1_4250356523",24,27,14503,2.2,13418,0,1408,10,1
28258,Lol Toku,"NA1_4250354288",14,29,4343,0.4,8618,1,1267,10,1
28259,Lol Toku,"NA1_4249555289",18,39,14053,1.4,13715,3,1589,10,1
28260,Lol Toku,"NA1_4249498737",6,20,10628,1.8,13325,0,1727,10,1
28261,Lol Toku,"NA1_4249523768",-19,-35,-13813,-1.4,-15961,2,2237,10,0
28262,Lol Toku,"NA1_4248446486",14,46,16473,2.2,19507,1,1469,10,1
28263,Lol Toku,"NA1_4248462505",11,-1,4799,0.4,13266,-1,1863,10,1
28264,Lol Toku,"NA1_4248389683",13,19,7236,1.6,6089,3,1838,10,1
28265,Lol Toku,"NA1_4103584185",-25,-49,-12180,-1.6,-4940,-3,1917,10,0
28266,Lol Toku,"NA1_4103568720",15,31,4899,0.6,11530,2,1111,10,1
28267,Lol Toku,"NA1_4101197405",-17,-20,-15901,-2,-24841,-3,1439,10,0
28268,Maelstorm,"NA1_4249862663",21,43,16650,2,16054,3,1779,10,1
28269,Maelstorm,"NA1_4248092171",29,45,14312,2,6689,4,1662,10,1
28270,Maelstorm,"NA1_4246490966",-5,7,-3128,0.2,-3637,0,1830,10,0
28271,Maelstorm,"NA1_4233340093",14,35,12128,1.4,22311,2,1536,10,1
28272,Maelstorm,"NA1_4231244129",20,42,12760,1.4,20947,3,1812,10,1
28273,Maelstorm,"NA1_4228980194",22,22,12312,1.8,11394,0,1718,10,1
28274,Maelstorm,"NA1_4228900219",6,31,5890,0.2,6782,0,2001,10,1
28275,Maelstorm,"NA1_4225072451",-17,-22,-18281,-2.8,-20391,-1,822,10,0
28276,Maelstorm,"NA1_4223522125",-17,-8,-14401,-1.6,-20566,-3,1238,10,0
28277,Maelstorm,"NA1_4219945477",-21,-22,-11074,-2,-7284,-3,1917,10,0
28278,Maelstorm,"NA1_4210048153",28,45,14789,2,12869,4,1708,10,1
28279,Maelstorm,"NA1_4204832427",8,35,6602,1.6,4496,2,1481,10,1
28280,Maelstorm,"NA1_4201707077",-9,-19,-8354,-0.8,-8245,-3,1150,10,0
28281,Maelstorm,"NA1_4201725046",-14,-22,-10167,-1.4,-15181,-2,1268,10,0
28282,Maelstorm,"NA1_4201732848",16,26,10248,1.6,10746,3,1571,10,1
28283,Maelstorm,"NA1_4199023500",-18,-22,-17113,-2.6,-24602,-4,1421,10,0
28284,Maelstorm,"NA1_4198966581",-14,-25,-10797,-1.6,-20400,-4,1572,10,0
28285,Maelstorm,"NA1_4198928600",-16,-8,-11972,-2.2,-10317,-2,1607,10,0
28286,Maelstorm,"NA1_4197368845",19,54,2905,0,601,2,2113,10,1
28287,Maelstorm,"NA1_4197360276",4,15,1373,-0.4,8030,1,1416,10,1
28288,Maelstorm,"NA1_4175232328",12,18,9993,0.8,13258,0,2064,10,1
28289,Maelstorm,"NA1_4174998588",-4,-13,6140,0.2,4978,-2,2547,10,1
28290,Maelstorm,"NA1_4175015412",-14,-29,-14570,-1.8,-19643,-4,1550,10,0
28291,Maelstorm,"NA1_4174991120",26,38,18143,2.2,19013,5,1772,10,1
28292,Maelstorm,"NA1_4174767854",-32,-40,-16787,-1.6,-18316,-1,1922,10,0
28293,Maelstorm,"NA1_4174765739",12,29,9286,1,13822,1,1329,10,1
28294,Maelstorm,"NA1_4174713358",19,25,6390,1.4,5498,3,1140,10,1
28295,Maelstorm,"NA1_4174710934",2,9,-4711,0,-17116,2,2411,10,0
28296,Maelstorm,"NA1_4174001364",31,48,17110,2.4,17750,3,1720,10,1
28297,Maelstorm,"NA1_4173951949",12,20,8978,1,25950,2,1614,10,1
28298,Maelstorm,"NA1_4173916722",-12,-31,-7630,-2,-4872,-3,1441,10,0
28299,Maelstorm,"NA1_4173872379",-9,-12,-9102,-1.4,-15459,-2,1829,10,0
28300,Maelstorm,"NA1_4173764870",0,-21,8900,0.8,16582,-1,1887,10,1
28301,Maelstorm,"NA1_4173636376",-11,-25,-12825,-1.6,-19325,-4,1587,10,0
28302,Maelstorm,"NA1_4173623075",18,23,13294,2,18163,1,1323,10,1
28303,Maelstorm,"NA1_4173558019",17,19,9110,1.4,10765,4,1610,10,1
28304,Maelstorm,"NA1_4173505374",-23,-25,-13702,-2,-12286,-4,1459,10,0
28305,Maelstorm,"NA1_4173559807",-22,-16,-12337,-2,-23191,-4,1544,10,0
28306,Maelstorm,"NA1_4172028435",-14,-37,-5279,-0.8,-8815,0,1701,10,0
28307,Maelstorm,"NA1_4172064591",8,12,7604,1,7463,2,1685,10,1
28308,Maelstorm,"NA1_4172022724",-1,1,-2908,-0.8,-22287,0,2251,10,0
28309,Maelstorm,"NA1_4171965143",2,22,1468,1,3003,-2,1985,10,1
28310,Maelstorm,"NA1_4170523793",18,38,5663,2,-43,2,1421,10,1
28311,Maelstorm,"NA1_4170511043",20,41,13760,2,15325,3,1553,10,1
28312,Maelstorm,"NA1_4170487564",-11,-13,-13794,-1.4,-18701,-4,1441,10,0
28313,Maelstorm,"NA1_4170462226",-24,-33,-11129,-1.8,-6903,-2,1739,10,0
28314,Maelstorm,"NA1_4170364700",12,19,9336,1.4,11832,3,2102,10,1
28315,Maelstorm,"NA1_4170325486",-15,9,-8845,-0.4,-15045,1,2056,10,0
28316,Maelstorm,"NA1_4169142429",11,29,7483,0.6,20724,2,1827,10,1
28317,Maelstorm,"NA1_4169077366",-21,-30,-12803,-1.6,-15582,-1,1589,10,0
28318,Lynglol,"NA1_4265472041",11,25,6145,1.6,479,0,1502,10,1
28319,Lynglol,"NA1_4265407492",-23,-21,-14462,-1.6,-16430,0,954,10,0
28320,Lynglol,"NA1_4265386555",-9,-22,-11930,-2,-7417,-3,1821,10,0
28321,Lynglol,"NA1_4259846818",-13,-21,-6791,-1.2,-13204,-1,1330,10,0
28322,Lynglol,"NA1_4259863240",16,26,11953,1.6,14153,1,1327,10,1
28323,Lynglol,"NA1_4256911248",-3,-2,-1368,0.6,-1606,-2,1871,10,1
28324,Lynglol,"NA1_4256613435",-10,-37,-10897,-1.4,-22909,1,1493,10,0
28325,Lynglol,"NA1_4256538936",18,21,12487,0.8,18768,0,1647,10,1
28326,Lynglol,"NA1_4256242300",-24,-36,-8634,-1.4,-5736,-4,1525,10,0
28327,Lynglol,"NA1_4256207216",-8,-4,-2943,-1.2,-7325,3,1417,10,0
28328,Lynglol,"NA1_4256203475",-12,-7,-8152,-1.8,-10911,-1,1640,10,0
28329,Lynglol,"NA1_4256170889",-11,-6,-10399,-1.8,-19965,-4,1484,10,0
28330,Lynglol,"NA1_4256146604",5,16,7561,0.4,13904,2,1594,10,1
28331,Lynglol,"NA1_4256133149",-6,-14,-9434,-0.8,-15965,-3,2040,10,0
28332,Lynglol,"NA1_4256087957",-25,-36,-16123,-2.6,-22421,-3,1438,10,0
28333,Lynglol,"NA1_4256055743",-11,1,-12272,-1.2,-10654,0,1725,10,0
28334,Lynglol,"NA1_4256072733",23,23,14893,2.4,7650,0,935,10,1
28335,Lynglol,"NA1_4256038544",-17,-31,-12179,-1.8,-11729,-1,1690,10,0
28336,Lynglol,"NA1_4255747986",10,11,7523,1.4,7062,1,614,10,1
28337,Lynglol,"NA1_4255782405",18,34,12612,2,16079,2,1233,10,1
28338,Lynglol,"NA1_4255707200",-19,-41,-8231,-1.8,-8146,0,1998,10,0
28339,Lynglol,"NA1_4255724075",0,0,-192,-0.4,0,0,191,10,0
28340,Lynglol,"NA1_4253929711",21,22,12049,0.8,13615,3,1329,10,1
28341,Lynglol,"NA1_4253925977",-10,-27,-4817,-0.8,-14913,-2,2106,10,0
28342,Lynglol,"NA1_4253931746",2,19,3404,0.4,-1707,-1,1747,10,1
28343,Lynglol,"NA1_4253600236",-2,9,1799,0.8,3202,2,1676,10,1
28344,Lynglol,"NA1_4253562971",8,0,3887,0,-1036,-2,2389,10,0
28345,Lynglol,"NA1_4253559923",12,6,10139,1.6,9692,-2,956,10,1
28346,Lynglol,"NA1_4253515695",-18,-26,-11372,-1.8,-18035,-3,1482,10,0
28347,Lynglol,"NA1_4253499933",-16,-21,-13230,-2.4,-15604,-4,1738,10,0
28348,Lynglol,"NA1_4253451906",7,36,1701,0.4,12408,2,1564,10,1
28349,Lynglol,"NA1_4253172850",13,26,14143,1.6,9541,2,1531,10,1
28350,Lynglol,"NA1_4253161523",21,32,12783,1.8,6106,-1,1619,10,1
28351,Lynglol,"NA1_4253109053",-22,-21,-13669,-1.8,-10248,-3,1231,10,0
28352,Lynglol,"NA1_4252507559",-26,-38,-24345,-2,-17697,-3,1955,10,0
28353,Lynglol,"NA1_4252474704",-21,-26,-20380,-2.6,-25790,-3,1350,10,0
28354,Lynglol,"NA1_4249912423",-14,-16,-9926,-1.4,-1120,0,1668,10,0
28355,Lynglol,"NA1_4249883177",-8,-22,-9035,-1.6,-16788,3,1859,10,0
28356,Lynglol,"NA1_4247737664",5,-2,6490,1,11176,-1,1474,10,1
28357,Lynglol,"NA1_4247754541",20,24,11946,1.2,10132,2,919,10,1
28358,Lynglol,"NA1_4247713677",17,13,11084,1.4,15837,1,931,10,1
28359,Lynglol,"NA1_4247701694",12,-4,10293,0.8,12582,2,1105,10,1
28360,Lynglol,"NA1_4247695870",11,15,8879,1,10317,1,946,10,1
28361,Lynglol,"NA1_4244985863",14,24,9622,0.8,17171,4,1680,10,1
28362,Lynglol,"NA1_4245010571",9,18,7729,1.8,16049,1,1439,10,1
28363,Lynglol,"NA1_4244483572",-27,-31,-12816,-1.8,-12931,-2,1609,10,0
28364,Lynglol,"NA1_4244446529",19,22,10196,1.8,16245,4,1584,10,1
28365,Lynglol,"NA1_4242679080",-3,2,1356,-0.6,-4397,-2,1775,10,0
28366,Lynglol,"NA1_4242647481",16,21,14339,1.6,11022,1,1485,10,1
28367,Lynglol,"NA1_4242645187",-21,-22,-11822,-1.8,-11932,-2,1545,10,0
28368,Iraminaja,"NA1_4265858027",-4,-7,-7178,-1.4,-16245,-4,1570,10,0
28369,Iraminaja,"NA1_4264965566",8,27,8586,0.8,11479,4,2381,10,1
28370,Iraminaja,"NA1_4264900270",2,-4,9158,1,3406,3,2066,10,1
28371,Iraminaja,"NA1_4264846507",3,3,1204,0.4,-435,-1,1315,10,1
28372,Iraminaja,"NA1_4264805091",-25,-35,-14009,-2.2,-10408,0,1249,10,0
28373,Iraminaja,"NA1_4256544233",-11,-12,-9077,-1,-14371,-4,1480,10,0
28374,Iraminaja,"NA1_4256467815",21,39,8061,1.4,11894,0,1216,10,1
28375,Iraminaja,"NA1_4256499926",26,24,17243,1.4,19102,2,1627,10,1
28376,Iraminaja,"NA1_4253492821",11,16,12039,2,15987,0,1528,10,1
28377,Iraminaja,"NA1_4240204702",14,23,12920,1.6,10675,-1,1377,10,1
28378,Iraminaja,"NA1_4237844631",11,-14,286,0.6,24411,1,1983,10,1
28379,Iraminaja,"NA1_4237712811",16,26,13256,1.4,22120,3,1452,10,1
28380,Iraminaja,"NA1_4237425602",-7,-22,-5638,-0.8,-11207,-4,1412,10,0
28381,Iraminaja,"NA1_4237420695",-15,-30,-15198,-1.4,-9840,-1,1479,10,0
28382,Iraminaja,"NA1_4237310703",-15,-23,-11118,-1.2,-23344,-4,1663,10,0
28383,Iraminaja,"NA1_4237245996",-7,-21,-6687,-0.8,-11626,2,1537,10,0
28384,Iraminaja,"NA1_4237231037",-11,-22,-8945,-1.4,-11957,-3,1911,10,0
28385,Iraminaja,"NA1_4236830984",-2,2,-5284,-0.6,-10394,-2,1433,10,0
28386,Iraminaja,"NA1_4236741867",9,22,12213,2,20845,1,1507,10,1
28387,Iraminaja,"NA1_4236396220",5,17,6950,2.2,-12229,-1,1782,10,1
28388,Iraminaja,"NA1_4236392758",11,32,3585,0.8,3828,1,1874,10,1
28389,Iraminaja,"NA1_4236378637",-5,-16,-6548,-0.8,-5599,-2,1519,10,0
28390,Iraminaja,"NA1_4236335611",15,7,16766,1.8,34396,1,1852,10,1
28391,Iraminaja,"NA1_4236372120",-10,-16,-10091,-1.8,-6829,-1,1453,10,0
28392,Iraminaja,"NA1_4235947858",4,2,6344,1,12024,2,1754,10,1
28393,Iraminaja,"NA1_4235653935",9,12,11716,1.4,15499,0,1788,10,1
28394,Iraminaja,"NA1_4235611630",16,11,10308,1.2,13495,3,1312,10,1
28395,Iraminaja,"NA1_4235548579",-17,-28,-11063,-1.4,-14923,-2,1680,10,0
28396,Iraminaja,"NA1_4235189242",-7,-9,-5517,-1,-2401,-1,671,10,0
28397,Iraminaja,"NA1_4234789324",-19,-27,-11786,-2.2,-697,-3,1966,10,0
28398,Iraminaja,"NA1_4227416591",8,30,10566,1.8,18169,5,1893,10,1
28399,Iraminaja,"NA1_4227400534",-16,-3,-9209,-1.4,-7480,-2,1243,10,0
28400,Iraminaja,"NA1_4212948363",2,1,1382,-0,237,0,192,10,1
28401,Iraminaja,"NA1_4212945406",12,16,7500,1.2,5901,1,1975,10,1
28402,Iraminaja,"NA1_4212952489",-8,-17,-7514,-1.4,279,-4,1614,10,0
28403,Iraminaja,"NA1_4212908739",-26,-45,-13170,-2.4,-14866,-3,1231,10,0
28404,Iraminaja,"NA1_4212895798",12,22,11931,1,17510,1,1305,10,1
28405,Iraminaja,"NA1_4212861447",20,20,13966,1.8,17477,3,1458,10,1
28406,Iraminaja,"NA1_4202923968",6,30,4844,1.4,3126,3,1548,10,1
28407,Iraminaja,"NA1_4202494172",4,-4,6321,0.8,12382,-1,2124,10,1
28408,Iraminaja,"NA1_4202395244",13,23,5867,1.4,16698,2,1842,10,1
28409,Iraminaja,"NA1_4202280005",11,5,10896,1.4,25623,3,1430,10,1
28410,Iraminaja,"NA1_4202240359",4,-4,724,-0.6,-12215,1,1759,10,0
28411,Iraminaja,"NA1_4198260107",10,17,8387,1.4,18041,3,1378,10,1
